year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,12,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1013,100,46.51,0,21.27,0.83,31.39,6,1,4253,1550,0,813,25,
2020,12,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",237,25,9.19,0.74,3.23,0.45,11.39,0,0,1149,369,139,91,22,
2020,12,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",145,17,8.44,0,2.98,0,5.58,2,0,617,379,0,63,0,
2020,12,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",86,9,5.85,0,0.32,0,2.83,0,0,486,288,0,19,0,
2020,12,WN,Southwest Airlines Co.,HDN,"Hayden, CO: Yampa Valley",44,7,4.08,0,1.25,0,1.68,1,0,280,210,0,38,0,
2020,12,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",551,20,8.65,0,10.12,0,1.23,23,1,960,542,0,269,0,
2020,12,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",2961,322,116.46,0.43,91.87,1,112.24,9,3,11679,4125,16,2503,40,
2020,12,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",66,15,7.62,0.27,0.89,0,6.21,0,0,455,218,9,21,0,
2020,12,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",88,15,4.95,0,1.15,0,8.91,2,0,566,211,0,29,0,
2020,12,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",89,6,3.31,0,0.4,0,2.29,2,0,98,55,0,6,0,
2020,12,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",501,76,32.87,0.44,8.35,0,34.34,4,0,3355,1214,15,403,0,
2020,12,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",148,24,8.99,0,4.91,0,10.11,5,0,766,266,0,118,0,
2020,12,WN,Southwest Airlines Co.,ITO,"Hilo, HI: Hilo International",93,6,3,0,0,0,3,1,0,392,305,0,0,0,
2020,12,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",247,48,31.97,0.44,5.87,0,9.73,0,1,1934,1360,18,236,0,
2020,12,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",176,11,3.36,0,4.24,0,3.4,0,0,506,225,0,170,0,
2020,12,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",3252,240,99.51,2.84,48.87,0,88.77,13,0,8832,4070,153,1322,0,
2020,12,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",1207,89,42.45,1.39,15.57,0,29.6,2,1,3743,1908,70,455,0,
2020,12,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",93,11,4.32,0,1.02,0,5.66,0,0,485,104,0,23,0,
2020,12,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",329,18,9.23,0,3.77,0,4.99,6,3,825,483,0,115,0,
2020,12,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",498,16,6.9,0,3.31,0,5.79,2,0,544,201,0,95,0,
2020,12,WN,Southwest Airlines Co.,LIH,"Lihue, HI: Lihue Airport",79,1,1,0,0,0,0,44,0,25,25,0,0,0,
2020,12,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",139,16,4.6,0.83,1.06,0,9.5,0,1,813,193,15,119,0,
2020,12,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",164,20,14.51,0,2.31,0,3.18,1,1,757,415,0,219,0,
2020,12,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",815,95,45.36,0,16.69,0,32.95,9,1,3560,1612,0,533,0,
2020,12,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",2399,260,112.73,0.96,57.75,1.72,86.83,20,0,11085,4894,32,2395,39,
2020,12,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",4072,310,120.39,3.68,88.53,0.78,96.63,76,3,12363,5141,197,3054,14,
2020,12,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",244,37,17.87,1,7.41,0,10.71,0,1,1458,529,102,368,0,
2020,12,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",171,16,7.78,0,2.19,1,5.04,9,1,506,211,0,62,21,
2020,12,WN,Southwest Airlines Co.,MIA,"Miami, FL: Miami International",310,25,13.11,0,8.66,0,3.24,0,0,1071,607,0,288,0,
2020,12,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",460,69,31.18,0,7.97,0,29.85,1,0,3007,1295,0,310,0,
2020,12,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",242,22,11.51,0.29,2.62,0,7.59,11,0,1052,541,8,91,0,
2020,12,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",663,92,51.63,1,9.93,0,29.44,1,0,3188,1722,20,440,0,
2020,12,WN,Southwest Airlines Co.,MTJ,"Montrose/Delta, CO: Montrose Regional",40,3,2,0.47,0.53,0,0,0,0,71,54,8,9,0,
2020,12,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",1822,98,40.92,1.14,17.62,1,37.32,17,1,3858,1738,30,498,17,
2020,12,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",310,17,7.3,0,7.77,1,0.93,1,0,741,418,0,247,36,
2020,12,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",343,43,19.61,0,5.98,0,17.42,9,0,2105,1097,0,148,0,
2020,12,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",368,52,25.69,1,6.92,0,18.39,7,0,1530,730,58,195,0,
2020,12,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",546,48,20.57,0.76,7.63,0,19.04,2,0,1806,560,22,311,0,
2020,12,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",160,22,16.11,0,2.32,0,3.57,1,0,860,539,0,81,0,
2020,12,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",122,24,10.59,0.52,8.49,0,4.4,2,0,1025,428,26,296,0,
2020,12,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",426,52,20.61,0,10.84,0,20.55,0,0,1667,794,0,257,0,
2020,12,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",277,47,22.69,1,7.59,0.41,15.31,6,0,1474,636,15,171,24,
2020,12,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3384,281,104.49,3.6,77.06,2,93.85,13,1,9624,3566,433,1987,59,
2020,12,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",421,53,15.45,0,11.78,0,25.76,7,0,2066,516,0,529,0,
2020,12,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",106,17,8.94,0.47,1.74,0,5.85,0,0,703,330,42,70,0,
2020,12,WN,Southwest Airlines Co.,PSP,"Palm Springs, CA: Palm Springs International",168,8,4.44,0,2.96,0,0.6,1,2,204,115,0,74,0,
2020,12,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",207,30,15.56,0,5.24,0,9.2,10,2,988,429,0,177,0,
2020,12,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",75,18,9.45,0,6.1,0,2.45,3,0,642,253,0,292,0,
2020,12,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",387,72,37.99,0,11.22,0,22.79,3,0,2599,1546,0,366,0,
2020,12,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",64,11,6.75,0,0.86,0,3.39,0,0,294,153,0,24,0,
2020,12,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",296,39,19.85,0,4.28,0,14.87,0,0,1363,717,0,121,0,
2020,12,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",76,8,6.15,0,0.33,0,1.51,1,0,294,223,0,16,0,
2020,12,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",687,95,37.96,1.26,32.63,0.94,22.21,4,0,4632,1971,245,1100,16,
2020,12,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",1140,89,40.99,1.66,19.82,0,26.53,2,0,3251,1606,50,561,0,
2020,12,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",598,88,46.39,1,8.06,0,32.54,1,0,3278,1494,23,304,0,
2020,12,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",213,19,12.37,0.79,2.13,0,3.71,0,0,716,402,38,137,0,
2020,12,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",402,52,29.02,0,7.5,0,15.48,0,1,1747,1006,0,209,0,
2020,12,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",382,22,6.77,0,2.52,0,12.71,1,0,904,205,0,60,0,
2020,12,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",1104,71,27.41,0,17.22,0,26.37,22,4,2825,1213,0,533,0,
2020,12,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",251,18,10.99,0,2.7,0,4.31,0,1,710,369,0,136,0,
2020,12,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",466,83,35.52,1.95,20.71,0,24.81,2,0,2656,957,74,595,0,
2020,12,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",1303,90,40.07,0,12.55,0.95,36.43,4,1,3813,2009,0,294,83,
2020,12,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",713,45,17.15,0.16,8.37,1,18.31,2,0,1288,542,12,184,16,
2020,12,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",1719,137,58.23,0.5,30.45,0,47.82,10,0,5358,2524,12,1008,0,
2020,12,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1347,167,66.9,0,36.31,2.36,61.43,10,2,5986,2609,0,1030,57,
2020,12,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",218,25,12.45,0.67,1.88,0,10,2,1,1450,752,16,76,0,
2020,12,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",193,27,10.45,0,6.23,0,10.31,2,0,1130,473,0,225,0,
2020,12,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",46,4,1,0,1,0,2,1,0,435,171,0,111,0,
2020,12,YV,Mesa Airlines Inc.,ALB,"Albany, NY: Albany International",2,1,0,0,1,0,0,0,0,20,0,0,20,0,
2020,12,YV,Mesa Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",106,16,3.8,0.93,7.98,0,3.29,3,1,659,158,50,247,0,
2020,12,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",43,9,2,1,6,0,0,1,0,362,35,20,307,0,
2020,12,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",53,8,3,1,4,0,0,1,0,324,216,30,78,0,
2020,12,YV,Mesa Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",29,6,2.42,0.19,0.49,0,2.9,0,0,258,124,8,21,0,
2020,12,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",56,9,5,2,2,0,0,1,0,689,398,107,184,0,
2020,12,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",91,18,2.82,3.1,6.46,0,5.62,1,0,715,75,156,151,0,
2020,12,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",108,19,6.24,1.41,4.05,0,7.31,4,0,924,255,60,304,0,
2020,12,YV,Mesa Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",16,2,1,0,0,0,1,0,0,97,65,0,0,0,
2020,12,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",67,8,3,2,3,0,0,0,0,476,211,67,198,0,
2020,12,YV,Mesa Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",58,15,3.88,0.99,4.31,0,5.83,1,0,2074,201,751,107,0,
2020,12,YV,Mesa Airlines Inc.,BOS,"Boston, MA: Logan International",8,3,0,0,2,1,0,1,0,128,0,0,104,24,
2020,12,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",25,5,5,0,0,0,0,0,0,248,248,0,0,0,
2020,12,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",12,5,1,1,3,0,0,0,0,759,225,26,508,0,
2020,12,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",12,3,1,1,1,0,0,1,0,114,44,21,49,0,
2020,12,YV,Mesa Airlines Inc.,BUR,"Burbank, CA: Bob Hope",17,1,1,0,0,0,0,0,0,49,49,0,0,0,
2020,12,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,3,1,1,1,0,0,1,0,168,112,32,24,0,
2020,12,YV,Mesa Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",15,2,1,0,1,0,0,0,0,63,41,0,22,0,
2020,12,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",73,8,5,1,2,0,0,1,0,390,213,26,151,0,
2020,12,YV,Mesa Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",72,7,6,1,0,0,0,0,0,278,247,31,0,0,
2020,12,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",86,8,5,0,3,0,0,1,0,408,193,0,215,0,
2020,12,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",113,6,3,0,3,0,0,2,0,338,194,0,144,0,
2020,12,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",72,6,3,0,3,0,0,0,0,406,252,0,154,0,
2020,12,YV,Mesa Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",46,4,4,0,0,0,0,2,0,169,169,0,0,0,
2020,12,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2153,503,80.21,8.81,234.36,1.29,178.32,50,8,32219,5892,886,10274,63,
2020,12,YV,Mesa Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",98,21,8.82,0,7.19,0,4.99,3,1,1267,447,0,181,0,
2020,12,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",85,3,1,0,2,0,0,1,0,78,34,0,44,0,
2020,12,YV,Mesa Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",71,18,4.71,0.5,6.5,0,6.28,0,0,1617,292,26,204,0,
2020,12,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",258,55,24.87,0.16,13.36,0,16.61,0,0,4746,1776,13,1223,0,
2020,12,YV,Mesa Airlines Inc.,EYW,"Key West, FL: Key West International",15,2,0,0,2,0,0,0,0,65,0,0,65,0,
2020,12,YV,Mesa Airlines Inc.,FAR,"Fargo, ND: Hector International",26,3,1.56,0,1.28,0,0.16,1,0,64,34,0,25,0,
2020,12,YV,Mesa Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",28,3,0.04,0.52,1.48,0,0.96,0,0,352,10,31,60,0,
2020,12,YV,Mesa Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",15,3,0.31,0.9,0.1,0,1.69,0,0,313,23,136,15,0,
2020,12,YV,Mesa Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",59,10,4.77,0,1.21,0,4.02,2,0,691,271,0,52,0,
2020,12,YV,Mesa Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",2,1,0,0,1,0,0,0,0,18,0,0,18,0,
2020,12,YV,Mesa Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",28,9,4.65,0,1.15,0,3.2,1,0,628,249,0,102,0,
2020,12,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",46,2,0,0,2,0,0,1,0,51,0,0,51,0,
2020,12,YV,Mesa Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",15,2,1,0,1,0,0,1,0,96,80,0,16,0,
2020,12,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",118,34,9.55,0.87,8.56,0,15.02,2,0,2372,351,55,520,0,
2020,12,YV,Mesa Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",10,2,1,0,1,0,0,0,0,70,51,0,19,0,
2020,12,YV,Mesa Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1,1,1,0,0,0,0,0,0,21,21,0,0,0,
2020,12,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",871,102,21,13,67,0,1,23,2,7875,1968,1915,3956,0,
2020,12,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2101,225,66.07,9.08,135.25,0,14.6,14,8,13536,6084,962,5543,0,
2020,12,YV,Mesa Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",83,19,5.98,0,7.08,0,5.94,2,0,1085,374,0,254,0,
2020,12,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",47,3,1,0,2,0,0,1,0,73,30,0,43,0,
2020,12,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",14,3,2,0,1,0,0,0,0,288,251,0,37,0,
2020,12,YV,Mesa Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",202,43,13.2,1.76,7.28,0,20.76,0,0,3834,1693,176,632,0,
2020,12,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",111,9,3,0,6,0,0,4,1,410,244,0,166,0,
2020,12,YV,Mesa Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",57,7,0.81,0,2.71,0,3.48,0,0,590,50,0,71,0,
2020,12,YV,Mesa Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",36,1,1,0,0,0,0,0,0,138,138,0,0,0,
2020,12,YV,Mesa Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",297,61,22.96,0.84,11.71,0,25.49,4,0,4862,1590,25,680,0,
2020,12,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",115,18,6.81,0,6.14,0.2,4.84,1,0,1253,354,0,434,35,
2020,12,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",163,28,11.97,0.05,6.38,1,8.59,5,1,2611,1131,12,355,27,
2020,12,YV,Mesa Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",118,26,11.43,0.08,8.85,0,5.63,0,0,1020,479,2,260,0,
2020,12,YV,Mesa Airlines Inc.,MLI,"Moline, IL: Quad City International",60,9,2.91,0.81,2.29,0,2.99,2,1,908,98,17,710,0,
2020,12,YV,Mesa Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",1,1,1,0,0,0,0,0,0,47,47,0,0,0,
2020,12,YV,Mesa Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",4,1,0,0,0.08,0,0.92,0,0,74,0,0,6,0,
2020,12,YV,Mesa Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",123,26,8.09,0.15,5.86,0,11.9,4,0,1506,420,25,244,0,
2020,12,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,6,3,1,2,0,0,3,0,245,128,38,79,0,
2020,12,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",91,12,9,0,3,0,0,1,0,1526,388,0,1138,0,
2020,12,YV,Mesa Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",38,2,0.73,0,0,0,1.27,0,0,232,107,0,0,0,
2020,12,YV,Mesa Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",144,18,2.31,2.08,9.4,0,4.21,2,0,2043,210,1275,405,0,
2020,12,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",51,4,1,0,2,0,1,1,0,155,38,0,34,0,
2020,12,YV,Mesa Airlines Inc.,ONT,"Ontario, CA: Ontario International",87,18,6.71,0,6.13,1.53,3.63,0,0,1721,1014,0,209,26,
2020,12,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",23,4,2,0,2,0,0,0,0,428,213,0,215,0,
2020,12,YV,Mesa Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",24,7,2,1,4,0,0,0,0,218,46,22,150,0,
2020,12,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",61,4,2,0,2,0,0,2,0,117,73,0,44,0,
2020,12,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",923,123,33.01,1.83,52.22,1,34.94,12,1,10311,3684,213,2476,15,
2020,12,YV,Mesa Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",57,13,4.09,1.36,1.39,1,5.16,1,1,736,155,112,41,58,
2020,12,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",49,4,2,0,2,0,0,0,0,119,74,0,45,0,
2020,12,YV,Mesa Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",90,14,4.89,0,6.93,0,2.18,3,0,575,252,0,231,0,
2020,12,YV,Mesa Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",28,1,0,0,0,0,1,1,0,536,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",41,2,1,0,1,0,0,2,0,45,25,0,20,0,
2020,12,YV,Mesa Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",79,14,4.19,0.42,4.07,0,5.32,3,1,696,301,16,125,0,
2020,12,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",77,3,2,0,1,0,0,1,0,127,111,0,16,0,
2020,12,YV,Mesa Airlines Inc.,RIC,"Richmond, VA: Richmond International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",57,6,3.76,0,0.27,0,1.96,0,0,723,381,0,16,0,
2020,12,YV,Mesa Airlines Inc.,SAN,"San Diego, CA: San Diego International",13,1,0,0,1,0,0,0,0,51,0,0,51,0,
2020,12,YV,Mesa Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",46,8,3,1,4,0,0,0,0,464,162,54,248,0,
2020,12,YV,Mesa Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",51,2,2,0,0,0,0,1,0,185,185,0,0,0,
2020,12,YV,Mesa Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",15,2,1,0,0,0,1,1,0,51,22,0,0,0,
2020,12,YV,Mesa Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",195,29,11.29,1.16,7.45,0,9.11,2,0,1717,647,29,366,0,
2020,12,YV,Mesa Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020,12,YV,Mesa Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",39,11,5,0,6,0,0,0,0,526,144,0,382,0,
2020,12,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",14,1,0,0,1,0,0,0,0,50,0,0,50,0,
2020,12,YV,Mesa Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",60,10,1.42,0,3.37,0,5.21,1,2,445,154,0,69,0,
2020,12,YV,Mesa Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",59,12,4.57,0,3.54,0,3.89,0,0,646,167,0,101,0,
2020,12,YV,Mesa Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",137,21,7.68,0,6.82,0,6.49,2,0,1084,337,0,193,0,
2020,12,YV,Mesa Airlines Inc.,TUS,"Tucson, AZ: Tucson International",79,9,4.09,0,0.17,0,4.74,0,0,1550,821,0,10,0,
2020,12,YV,Mesa Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",85,19,7.82,1.38,3.73,0,6.07,1,0,1901,1282,47,188,0,
2020,12,YV,Mesa Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",73,15,5.8,1.21,3.66,0,4.32,4,0,2405,1361,176,324,0,
2020,12,YV,Mesa Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",58,8,5,1,2,0,0,0,0,463,279,29,155,0,
2020,12,YV,Mesa Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",30,4,3.09,0,0,0,0.91,0,0,815,795,0,0,0,
2020,12,YX,Republic Airline,ALB,"Albany, NY: Albany International",113,15,3.94,1.76,4.11,0,5.19,6,0,1511,181,854,164,0,
2020,12,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",931,77,33.37,2.64,29.7,0,11.29,3,0,4352,2841,137,856,0,
2020,12,YX,Republic Airline,ATW,"Appleton, WI: Appleton International",31,1,0,0,1,0,0,1,0,15,0,0,15,0,
2020,12,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",122,13,1.66,1,10.03,0,0.31,0,0,460,55,119,278,0,
2020,12,YX,Republic Airline,AVL,"Asheville, NC: Asheville Regional",32,3,1.19,0,0,0,1.81,0,0,129,31,0,0,0,
2020,12,YX,Republic Airline,BDL,"Hartford, CT: Bradley International",120,16,4.49,0,10.52,0,0.99,3,0,749,232,0,374,0,
2020,12,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",30,4,0.04,1,1,0.09,1.88,0,0,126,2,23,24,2,
2020,12,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",53,5,3,0,1,0,1,1,0,240,183,0,35,0,
2020,12,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",300,22,9.84,2.38,4.42,0,5.36,8,1,1175,570,105,79,0,
